S.No,Type,Constituency,Winner Candidate,Winner Party.1,Winner Votes,Winner Votes %,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up %,Margin,Valid Votes,Electors,Poll%
177,GEN,THANJAVUR,UBAYADULLAH. S.N.M,DMK,55782,50.96,RAJMOHAN. R,INC,46192,42.2,9590,109460,224016,48.86258124
178,GEN,THEAGARAYA NAGAR,ANBAZHAGAN.J,DMK,57875,48.55,SULOCHANA SAMPATH.E.V.K,ADMK,55376,46.45,2499,119216,277999,42.88360749
179,GEN,THENI,GANESAN D,ADMK,60115,48.88,MOOKAIAH L,DMK,46254,37.61,13861,122973,199675,61.58657819
180,GEN,THIRUMANGALAM,KALIMUTHU K,ADMK,58080,52.67,OCHA THEVAR T,DMK,39918,36.2,18162,110268,168403,65.47864349
181,GEN,THIRUMAYAM,RADAKRISHNAN. M.,ADMK,58394,51.56,REGUPATHY .S.,DMK,46367,40.94,12027,113248,190112,59.56909611
182,GEN,THIRUNAVALUR,GNANAMOORTHY.K.G.P.,ADMK,59115,52.51,MANIKKANNAN.A.J.,DMK,44342,39.39,14773,112579,166402,67.65483588
183,GEN,THIRUVATTAR,HEMACHANDRAN.J.,CPM,47807,50.06,RAJAMONY.P.,BJP,28310,29.64,19497,95507,169027,56.50399049
184,GEN,THIRUVERAMBUR,SEKARAN K.N.,DMK,61254,47.3,RANGARAJAN T.K.,CPM,50881,39.29,10373,129508,262074,49.416577
185,GEN,THIRUVIDAMARUDUR,THAVAMANI G.,ADMK,61235,50.22,S.RAMALINGAM,DMK,53863,44.17,7372,121942,167543,72.78250956
186,GEN,THIRUVONAM,RAJENDRAN. C,ADMK,67094,52.21,RAMACHANDRAN. M,DMK,55871,43.48,11223,128509,195917,65.59359321
187,GEN,THIRUVOTTIYUR,ARUMUGAM.T,ADMK,113808,54.94,KUMARI ANANDAN,IND,79767,38.5,34041,207167,432947,47.85042973
188,GEN,THONDAMUTHUR,BALASUBRAMONIYAN.S.R.,TMC(M),96959,50.57,SUKANYA.TMT. V.R.,DMK,68423,35.68,28536,191745,356986,53.71219039
189,GEN,THOTTIAM,ANNAVI .P,ADMK,57449,49.38,KANNAIYAN.K,DMK,44301,38.08,13148,116337,174589,66.63478226
190,GEN,THOUSAND LIGHTS,STALIN M.K.,DMK,49056,51.41,SEKAR S,TMC(M),41782,43.78,7274,95428,210474,45.33956688
191,GEN,TINDIVANAM,SHANMUGM .C.VE.,ADMK,54884,53.31,SETHUNATHAN.R,DMK,42736,41.51,12148,102956,164200,62.70158343
192,GEN,TIRUCHENDUR,ANITHA.R. RADHAKRISHNAN.,ADMK,52990,53.01,TMT. JENIFER CHANDRAN. S.,DMK,41797,41.81,11193,99957,191358,52.23560029
193,GEN,TIRUCHENGODE,PONNAIYAN.C,ADMK,107898,59.55,ARUMUGAM .T.P.,DMK,63789,35.2,44109,181200,305346,59.34251636
194,GEN,TIRUCHIRAPALLI-I,PARANIKUMOR. B.,DMK,31421,42.93,KADHER MOHIDEEN. M.,MUL,30497,41.67,924,73192,128234,57.07690628
195,GEN,TIRUCHIRAPALLI-II,ANBIL PERIASAMY,DMK,56598,52.06,SELVARAJ P.C.,INC,42654,39.23,13944,108715,204762,53.0933474
196,GEN,TIRUNELVELI,NAINAR NAGENDRAN.,ADMK,42765,40.93,SUBRAMANIAN.A.L.,DMK,42043,40.24,722,104492,196785,53.09957568
197,GEN,TIRUPPARANKUNDRAM,SEENIVEL S.M.,ADMK,83167,48.93,RAMACHANDRAN C,DMK,74040,43.56,9127,169969,303674,55.97087666
198,GEN,TIRUPPATTUR,RAJA. T.K.,PMK,59840,46.15,ARASU. S.,DMK,54079,41.7,5761,129674,208277,62.2603552
199,SC,TIRUPPORUR,KANITHA SAMPATH S,ADMK,74716,54.64,NAGARAJAN C,DMK,49926,36.51,24790,136747,235443,58.08072442
200,GEN,TIRUPPUR,SIVASAMI. C.,ADMK,127224,59.91,LALITHAKUMARAMANGALAM.,BJP,80668,37.98,46556,212372,397889,53.3746849
201,SC,TIRUTHURAIPUNDI,PALANISAMY . G,CPI,73451,56.76,POONGUZHALI. M,DMK,48392,37.39,25059,129416,182303,70.98950648
202,GEN,TIRUTTANI,RAVIRAJ G,PMK,58549,50.01,SHIVAJI E.A.P.,DMK,44675,38.16,13874,117063,173980,67.28532015
203,GEN,TIRUVADANAI,RAMASAMY K.R.,TMC(M),43536,39.12,JONES RUSSO,IND,41232,37.05,2304,111294,186083,59.808795
204,GEN,TIRUVAIYARU,AYYARU VANDAYAR K.,ADMK,55579,54.75,CHANDRASEKARAN DURAI,DMK,39890,39.29,15689,101519,156668,64.79881022
205,GEN,TIRUVALLUR,SUDHARSANAM.D,TMC(M),47899,42.9,RAJENDIRAN. V.G.,PNK,27948,25.03,19951,111648,193411,57.72577568
206,GEN,TIRUVANNAMALAI,PITCHANDI.K.,DMK,64115,47.75,SHUNMUGASUNDARAM.M.,PMK,60025,44.7,4090,134281,223433,60.0990006
207,SC,TIRUVARUR,ASOKAN. A.,DMK,58425,47.63,RENGASAMY .K.,CPM,57111,46.56,1314,122652,183974,66.66811615
208,GEN,TRIPLICANE,HUSSAIN.S.A.M.,DMK,34943,49.79,RAJAKUMAR.S,INC,31267,44.55,3676,70179,162839,43.0971696
209,GEN,TUTICORIN,RAJAMMAL.S,ADMK,73286,51.4,PERIASAMY.N,DMK,57100,40.05,16186,142582,285292,49.97756684
210,GEN,UDUMALPET,SHANMUGAVELU.C,ADMK,78938,56.92,SELVARAJ. D.,DMK,39030,28.14,39908,138676,211445,65.58490388
211,SC,ULUNDURPET,RAMU.N.,ADMK,73384,55.09,THIRUNAVUKKARASU.K.,DMK,50630,38.01,22754,133213,213972,62.25721122
212,ST,UPPILIAPURAM,SAROJAA R.,ADMK,58810,50.47,RANI .R,DMK,46459,39.87,12351,116517,187653,62.09173315
213,GEN,USILAMPATTI,SANTHANAM.L,FBL,39248,43.32,RAMASAMY.S.O,DMK,30181,33.31,9067,90594,164821,54.96508333
214,GEN,UTHIRAMERUR,SOMASUNDARAM. V,ADMK,73824,56.48,SUNDAR. K,DMK,46202,35.35,27622,130716,196375,66.56448122
215,SC,VALANGIMAN,BOOPATHI MARIAPPAN TMT,ADMK,54677,57.93,NADAIYAZHAGAN .T,PT,31200,33.06,23477,94385,142156,66.39536847
216,SC,VALPARAI,KOVAI THANGAM.,TMC(M),47428,53.21,KRISHNASWAMY . DR. K.,PT,29513,33.11,17915,89131,140873,63.27046347
217,SC,VANDAVASI,MURUGAVELRAJAN.K,PMK,55773,49.14,LOGANATHAN .K.,DMK,46902,41.33,8871,113490,179151,63.34879515
218,GEN,VANIAYAMBADI,ABDUL LATHEEF. M.,IND,54218,48.26,HAROON RASHEED. J.M.,DMK,42280,37.63,11938,112346,194773,57.68047933
219,SC,VANUR,GANAPATHY N.,ADMK,68421,55.65,MYDILI R.,DMK,47072,38.28,21349,122958,204268,60.19445043
220,SC,VARAHUR,ARUNACHALAM.A,ADMK,61064,52.76,THIRUVALLUVAN.K,DMK,47160,40.75,13904,115731,178455,64.85164327
221,SC,VASUDEVANALLUR,EASWARAN R,TMC(M),48019,47.05,THANGAPANDIAN S,PT,36467,35.73,11552,102069,167586,60.90544556
222,GEN,VEDARANYAM,VEDARATHINAM .S.K,DMK,63568,53.71,MUTHARASAN.R,CPI,48568,41.04,15000,118353,159591,74.160197
223,GEN,VEDASANDUR,ANDIVEL.P,ADMK,65415,49.01,KAVITHA PARTHIPAN.TMT.R,DMK,46289,34.68,19126,133475,216457,61.66351747
224,GEN,VEERAPANDI,SELVAM.S.K,ADMK,85657,58.38,ARUMUGAM.S,DMK,55645,37.92,30012,146733,206595,71.02446816
225,GEN,VELLAKOIL,SAMINATHAN.M.P.,DMK,37571,32.99,PERIASAMY. V.P.,ADMK,36831,32.34,740,113900,170584,66.77062327
226,GEN,VELLORE,GNANASEKARAN.C,TMC(M),60697,52.46,RAMALINGAM..A.M,DMK,49573,42.84,11124,115708,212486,54.45441111
227,GEN,VILATHIKULAM,PERUMAL .N.K,ADMK,44415,48.16,RAJASEKARAN .R.K.P,DMK,29172,31.63,15243,92221,151571,60.84343311
228,GEN,VILAVANCODE,MONY.D.,CPM,59087,56.75,JEEVARAJ.P.,DMK,36168,34.74,22919,104113,202315,51.46084077
229,GEN,VILLIVAKKAM,NEPOLEON .D,DMK,164787,48.21,CHELLAKUMAR.A.DR.,TMC(M),155557,45.51,9230,341835,819547,41.71023748
230,GEN,VILLUPURAM,PONMUDY.K,DMK,65693,47.45,R.PASUPATHY,PMK,63488,45.86,2205,138453,225528,61.39060338
231,GEN,VIRUDHUNAGAR,DAMODARAN S.,TMC(M),49413,42.67,A.R.R.SEENIVASAN,DMK,45396,39.2,4017,115815,192478,60.17051299
232,GEN,VRIDHACHALAM,GOVINDASAMY. DR.R,PMK,68905,50.13,KUZHANDAI TAMIZHARASAN.,DMK,61777,44.95,7128,137440,202466,67.88300258
233,ST,YERCAUD,ELAYAKANNU. K.T.,ADMK,64319,64.35,GOVINDAN.K.,BJP,30334,30.35,33985,99950,163608,61.09114469
